"year","album_name","artist_name_1","n_moods","n_pairs","novel_pairs","pagerank","n_origins","n_followers"
1998,"Charge It 2 da Game","Silkk the Shocker",11,55,0,0.000166029887914635,4,2
1998,"Confessions of Fire","Cam'ron",8,28,0,0.000346409966670793,11,10
1998,"Crazyndalazdayz","Tear Da Club Up Thugs",6,15,0,0.000127892954213055,2,0
1998,"Devil Without a Cause","Kid Rock",17,136,0,0.00187870215756122,21,24
1998,"Flesh of My Flesh, Blood of My Blood","DMX",29,406,12,0.000792755102832904,15,18
1998,"G Funk Classics, Vols. 1 & 2","Nate Dogg",8,28,0,0.000333108830032473,8,8
1998,"Give It 2 'Em Raw","Soulja Slim",16,120,2,0.000185871093456307,1,2
1998,"Heaven'z Movie","Bizzy Bone",5,10,0,0.000127892954213055,8,0
1998,"Heavy Mental","Killah Priest",14,91,7,0.000327192807861733,5,3
1998,"Hip Hop Forever","Kenny ""Dope"" Gonzalez",8,28,3,0.000127892954213055,4,0
1998,"How You Luv That?","Big Tymers",6,15,0,0.000194682239204657,3,2
1998,"Hustle Town","South Park Mexican",6,15,0,0.000127892954213055,3,0
1998,"Jurassic 5","Jurassic 5",13,78,3,0.000626717527611888,17,11
1998,"Kuruption!","Kurupt",7,21,0,0.00021453167883399,8,3
1998,"Let's Ride","Montell Jordan",4,6,2,0.000872367733705544,9,7
1998,"Life or Death","C-Murder",8,28,0,0.000187488460608393,11,2
1998,"Lost","8Ball",7,21,0,0.000250681448535487,4,2
1998,"Make It Reign","Lord Tariq & Peter Gunz",13,78,0,0.000127892954213055,1,0
1998,"No Additives, No Preservatives","All Natural",4,6,0,0.000127892954213055,1,0
1998,"Poly Sci","John Forté",3,3,1,0.000127892954213055,1,0
1998,"Raw Sylk","Sylk-E. Fyne",2,1,1,0.000127892954213055,4,0
1998,"Retaliation, Revenge and Get Back","Daz Dillinger",6,15,0,0.000138763855321165,6,1
1998,"Royal Highness","Kottonmouth Kings",7,21,0,0.000135657883575991,7,1
1998,"RZA as Bobby Digital in Stereo","RZA",9,36,0,0.000724116297735397,7,16
1998,"Sittin' Fat Down South","Lil' Troy",6,15,0,0.000161416250682341,3,1
1998,"Soul Survivor, Vol. 1","Pete Rock",5,10,0,0.00147899173838835,10,29
1998,"The Dude","Devin the Dude",6,15,0,0.000370427318083204,8,8
1998,"The Imperial Album","Flipmode Squad",21,210,1,0.000127892954213055,2,0
1998,"The Pillage","Cappadonna",5,10,0,0.000127892954213055,2,0
1998,"The Professional","DJ Clue?",19,171,0,0.000165164615155146,1,2
1998,"The Rude Awakening","Cocoa Brovaz",5,10,0,0.000127892954213055,2,0
1998,"The Shadiest One","WC",7,21,0,0.000127892954213055,1,0
1998,"Thugged Out: The Albulation","Yukmouth",7,21,0,0.000139971733222066,7,1
1998,"Tim's Bio","Timbaland",21,210,6,0.00150092224369308,19,26
1998,"XIV Till Eternity","GUN",4,6,0,0.000127892954213055,2,0
1999,"Against Da Grain","YoungBloodZ",10,45,0,0.00026919214741553,11,9
1999,"Amplified","Q-Tip",19,171,1,0.000843512529091918,7,9
1999,"As the World Burns","Arsonists",9,36,12,0.000127892954213055,1,0
1999,"Balance","Swollen Members",5,10,0,0.000127892954213055,2,0
1999,"Black on Both Sides","Mos Def",4,6,0,0.000538845829250978,14,14
1999,"Blockbleeders","Screwed Up Click",3,3,0,0.000314340673261626,9,5
1999,"Brand New Second Hand","Roots Manuva",6,15,0,0.000480257953557818,8,9
1999,"Coming of Age","Memphis Bleek",7,21,0,0.000332024319465338,3,5
1999,"Country Versatile","Dirty",10,45,0,0.000127892954213055,1,0
1999,"Da Devil's Playground: Underground Solo","Koopsta Knicca",9,36,0,0.000127892954213055,2,0
1999,"Death Before Dishonesty","Bootleg",8,28,0,0.000127892954213055,3,0
1999,"Dirty Harriet","Rah Digga",8,28,1,0.000127892954213055,3,0
1999,"File Under Futurism","DJ Spooky",10,45,9,0.000161085945731734,22,2
1999,"Float","Aesop Rock",9,36,0,0.000222288612168475,22,3
1999,"Forever","Puff Daddy",11,55,2,0.000672782076803043,12,15
1999,"Ghetty Green","Project Pat",7,21,0,0.000344347158260366,11,9
1999,"Hardest Pit in the Litter","Big Pokey",6,15,0,0.000127892954213055,4,0
1999,"Internal Affairs","Pharoahe Monch",7,21,1,0.000575266213924047,18,15
1999,"Let There Be Eve...Ruff Ryder's First Lady","Eve",7,21,0,0.000315922241271708,7,4
1999,"Libres y Locos","El Gran Silencio",11,55,0,0.000127892954213055,2,0
1999,"Life Story","Black Rob",8,28,1,0.000149140383913611,7,1
1999,"Middle Finger U","Sauce Money",4,6,0,0.000127892954213055,1,0
1999,"Mostasteless","Twiztid",3,3,0,0.000127892954213055,9,0
1999,"Music for the Advancement of Hip Hop","Anticon",4,6,0,0.000127892954213055,4,0
1999,"Nia","Blackalicious",8,28,1,0.000403915015985332,19,5
1999,"Operation: Doomsday","MF Doom",11,55,0,0.000218415853648711,13,5
1999,"Point Blank Range Compilation","Sac Sin",5,10,0,0.000127892954213055,2,0
1999,"Project Logic","DJ Logic",2,1,0,0.000127892954213055,10,0
1999,"Quannum Spectrum","Quannum",8,28,0,0.000127892954213055,1,0
1999,"Representin' Till the World Ends","Shoestring",5,10,0,0.000127892954213055,2,0
1999,"Resurrection","Lords of the Underground",6,15,0,0.000127892954213055,3,0
1999,"Rise to Power","Kane & Abel",5,10,0,0.000127892954213055,1,0
1999,"Sneakacydal","Keak da Sneak",8,28,7,0.000178170871838063,8,1
1999,"So...How's Your Girl?","Handsome Boy Modeling School",9,36,0,0.000146959835325361,7,1
1999,"Terror Squad","Terror Squad",2,1,0,0.000159266144739079,1,2
1999,"Tha Block Is Hot","Lil Wayne",22,231,17,0.0015437933194783,18,40
1999,"The Slim Shady LP","Eminem",20,190,2,0.00294821538209491,32,61
1999,"The Truth","Beanie Sigel",7,21,0,0.000284233422286063,12,6
1999,"Thug Mentality 1999","Krayzie Bone",4,6,0,0.000127892954213055,2,0
1999,"Venni Vetti Vecci","Ja Rule",8,28,0,0.000338466193361329,18,5
1999,"We Ready - I Declare War","Pastor Troy",5,10,0,0.000486704065383911,8,6
2000,"23 Skidoo","23 Skidoo",5,10,0,0.00108187153113936,4,8
2000,"613: Ashy to Classy","Field Mob",5,10,0,0.000487396834038529,1,1
2000,"Back for the First Time","Ludacris",17,136,0,0.000582476399010356,19,22
2000,"Baller Blockin","Cash Money Millionaires",16,120,0,0.000169412408949906,3,3
2000,"Because I Got High","Afroman",6,15,0,0.000139971733222066,5,1
2000,"Black Trash: The Autobiography of Kirk Jones","Sticky Fingaz",8,28,0,0.000127892954213055,2,0
2000,"Body of the Life Force","Afu-Ra",5,10,0,0.000127892954213055,2,0
2000,"Car Fulla White Boys","Haystak",4,6,0,0.000127892954213055,4,0
2000,"Carpal Tunnel Syndrome","Kid Koala",17,136,10,0.000160709486933162,9,1
2000,"Country Grammar","Nelly",6,15,0,0.000258527213966571,20,5
2000,"Da Baddest Bitch","Trina",9,36,0,0.00035215857829874,11,6
2000,"Da Fat Rat Wit Da Cheeze","Lil O",5,10,0,0.000127892954213055,4,0
2000,"Deltron 3030","Deltron 3030",3,3,0,0.000149634756429275,5,1
2000,"Dibiase, Vol. 1","Dibiase",7,21,0,0.000127892954213055,2,0
2000,"Electronic Funkyshit","Mr. Dé",3,3,0,0.000127892954213055,3,0
2000,"Emotional","Carl Thomas",5,10,6,0.000127892954213055,6,0
2000,"Exercices des Styles","Les Gammas",2,1,0,0.000127892954213055,2,0
2000,"Fantastic, Vol. 2","Slum Village",20,190,31,0.000579202700189639,14,13
2000,"For All Seasons","Nature",7,21,0,0.000127892954213055,1,0
2000,"From the Darkness into the Light","Mellow Man Ace",5,10,0,0.000222533794415106,3,3
2000,"H.N.I.C.","Prodigy",31,465,26,0.000312103850109342,2,6
2000,"Heltah Skeltah","Manson Family",21,210,4,0.000127892954213055,3,0
2000,"Hood Times","Big Baller Click",13,78,0,0.000127892954213055,4,0
2000,"How the West Was One","Cali Agents",7,21,0,0.000127892954213055,2,0
2000,"Iniciação a Uma Vida Banal - O Manual","Da Weasel",29,406,6,0.000127892954213055,2,0
2000,"Irv Gotti Presents...Murderers","The Murderers",7,21,2,0.000127892954213055,1,0
2000,"Journey To Anywhere","Ugly Duckling",7,21,0,0.000182247459753604,4,1
2000,"Kill Them Slowly","Duke",4,6,0,0.000127892954213055,2,0
2000,"Last of the Great 20th Century Composers","Princess Superstar",8,28,0,0.000164083995818804,9,2
2000,"Le Code de l'Horreur","Rohff",16,120,0,0.000127892954213055,6,0
2000,"Lead the Way","T.W.D.Y.",10,45,0,0.000127892954213055,2,0
2000,"Let's Get Free","Dead Prez",8,28,0,0.000197671433079071,9,4
2000,"Money, Trees & Real Estate [Remix]","J. Dubb",8,28,0,0.000127892954213055,2,0
2000,"Obelisk Movements","Micranots",10,45,7,0.000127892954213055,2,0
2000,"Opposite of H2O","Drag-On",6,15,0,0.000127892954213055,1,0
2000,"Playtime","Toyster",11,55,0,0.000127892954213055,1,0
2000,"Primitive Tracks, Soundtrack to Photosynthesis","Mr. Dibbs",12,66,0,0.000127892954213055,2,0
2000,"Ride Wit Us or Collide Wit Us","Outlawz",8,28,0,0.000127892954213055,6,0
2000,"Sexe, Violence, Rap Et Flooze","Busta Flex",2,1,0,0.000127892954213055,3,0
2000,"Shyne","Shyne",14,91,2,0.000127892954213055,16,0
2000,"Southern Discomfort","Rehab",8,28,2,0.000127892954213055,6,0
2000,"Street Game","Southside Playaz",13,78,0,0.000127892954213055,4,0
2000,"Tha Eastsidaz","Tha Eastsidaz",16,120,4,0.000127892954213055,11,0
2000,"The Best of Freestyle Megamix","Bad Boy Joe",7,21,0,0.000127892954213055,3,0
2000,"The Game","Richie Rich",8,28,0,0.000127892954213055,5,0
2000,"The Platform","Dilated Peoples",8,28,0,0.000127892954213055,16,0
2000,"The Skinny","Slimm Calhoun",3,3,1,0.000127892954213055,4,0
2000,"The Streets of Sacramento","Ballin' A$$ Dame",3,3,0,0.000127892954213055,4,0
2000,"The Undaground Emperor","Pop Da Brown Hornet",9,36,0,0.000127892954213055,3,0
2000,"The Unseen","Quasimoto",20,190,45,0.000127892954213055,3,0
2000,"Themindzi","Mastamind",5,10,0,0.000127892954213055,3,0
2000,"Throwed Yung Playa (Original)","Yungstar",16,120,0,0.000127892954213055,8,0
2000,"Thug Walkin'","Ying Yang Twins",2,1,0,0.000313622230128643,7,8
2000,"Thundadome","Caz",8,28,0,0.000127892954213055,6,0
2000,"Tragic Epilogue","Antipop Consortium",12,66,19,0.000200236212777738,11,3
2000,"Universal Concussion","B.B. Jay",2,1,0,0.000127892954213055,3,0
2000,"We Are the Streets","The LOX",3,3,0,0.000204344520175971,3,4
2000,"Young World: The Future","Lil' Zane",3,3,0,0.000127892954213055,1,0
2000,"Z-Ro vs. the World","Z-Ro",11,55,0,0.000671438009618541,13,5
2001,"Airwave Invasion","Rob Swift",4,6,0,0.000149634756429275,6,1
2001,"Alone","Onry Ozzborn",12,66,0,0.000127892954213055,1,0
2001,"Amethyst Rock Star","Saul Williams",5,10,0,0.000206836402736233,4,3
2001,"Backwood Project","Backwood Boys",3,3,0,0.000127892954213055,2,0
2001,"Bluntnatized","Lil' Blunt",4,6,0,0.000127892954213055,3,0
2001,"Bon Appetit","O.C.",6,15,0,0.00015507020698333,1,1
2001,"Brace 4 Impak","Da Beatminerz",7,21,0,0.000176895896711437,2,2
2001,"Child of the Ghetto","G. Dep",4,6,0,0.000127892954213055,4,0
2001,"Concrete Law","Backbone",5,10,0,0.000127892954213055,2,0
2001,"Creatures of Light and Darkness","Jackie Leven",4,6,2,0.000780147020699638,7,6
2001,"Dat Whoopty Woop","Soopafly",5,10,0,0.000127892954213055,6,0
2001,"Diary of a Sinner: 1st Entry","Petey Pablo",8,28,0,0.000224972785064703,9,5
2001,"Firestarr","Fredro Starr",9,36,0,0.000127892954213055,2,0
2001,"Ghetto Theater","Ghetto E",9,36,1,0.000127892954213055,2,0
2001,"Hi-Teknology","DJ Hi-Tek",7,21,3,0.000624958519645492,15,7
2001,"Infectious","Jigmastas",6,15,0,0.000135140221618462,1,1
2001,"It's Over","El Gant",5,10,0,0.000127892954213055,1,0
2001,"Livin' in the Scope","Snypaz",10,45,0,0.000127892954213055,3,0
2001,"Loyalty","Screwball",9,36,0,0.000127892954213055,3,0
2001,"Off Da Hook 2001","2Wice",5,10,0,0.000127892954213055,9,0
2001,"One/Three","Dabrye",14,91,43,0.000644260756848267,3,8
2001,"Party Music","The Coup",14,91,0,0.000300402428971082,11,9
2001,"Philadelphia Experiment","Philadelphia Experiment",5,10,0,0.000127892954213055,4,0
2001,"Plan 9... Meat Your Hypnotis.","Odd Nosdam",13,78,21,0.000127892954213055,2,0
2001,"Quest for Fire: Firestarter, Vol. 1","Kardinal Offishall",5,10,0,0.000127892954213055,7,0
2001,"R&B 2 Rue","Matt Houston",13,78,30,0.000127892954213055,2,0
2001,"Ryde or Die, Vol. 3: In the ""R"" We Trust","Ruff Ryders",7,21,0,0.00014067989739442,3,1
2001,"Stay Human","Michael Franti & Spearhead",5,10,0,0.000127892954213055,2,0
2001,"Still Explosive","Messy Marv",5,10,0,0.000146011122726572,2,1
2001,"Tales From the Lotus Pod","Dark Lotus",5,10,0,0.000127892954213055,8,0
2001,"The Benzino Project","Benzino",3,3,0,0.000127892954213055,1,0
2001,"The Bricks","Outsidaz",6,15,0,0.000143422812938926,4,1
2001,"The Cold Vein","Cannibal Ox",10,45,12,0.000197259656521946,10,3
2001,"The Genuine Article","Remedy",8,28,0,0.000127892954213055,2,0
2001,"The Last Street Preacha","T-Bone",3,3,0,0.000182247459753604,1,1
2001,"The Last Supper","D.S.G.B.",6,15,0,0.000127892954213055,1,0
2001,"The Realness","Cormega",7,21,0,0.00040936734231522,15,7
2001,"This That and the Third","3rd Degree",3,3,0,0.000127892954213055,5,0
2001,"Through My Eyes: Gangs, Drugs & Murder","Sir Dyno",7,21,5,0.000127892954213055,3,0
2001,"Thug By Nature","L-Burna",9,36,2,0.000127892954213055,3,0
2001,"Thuggin Under the Influence","Lil' J",4,6,0,0.000127892954213055,2,0
2001,"Up Close and Personal","Angie Martinez",4,6,0,0.000127892954213055,1,0
2001,"Young and Thuggin'","Turk",3,3,0,0.000127892954213055,2,0
2001,"Your Face or Your Kneecaps","RJD2",5,10,0,0.000149634756429275,11,1
2002,"...For the Kids","Gym Class Heroes",22,231,10,0.000127892954213055,12,0
2002,"1st Class","Large Professor",8,28,0,0.000554738925466348,1,12
2002,"A Gangster and a Gentleman","Styles P",5,10,0,0.000127892954213055,11,0
2002,"Absolute Power","Tech N9ne",17,136,10,0.000589906251307718,10,5
2002,"AIDS Can't Stop Me","Black Nasty",4,6,0,0.000127892954213055,1,0
2002,"All of the Above","J-Live",9,36,0,0.000127892954213055,9,0
2002,"All of Us","Black Panther Fugitives",5,10,0,0.000127892954213055,4,0
2002,"Built for This","Steve Austin",5,10,0,0.000127892954213055,1,0
2002,"Chronicles of the Juice Man","Juicy J",4,6,0,0.000411121155632816,10,5
2002,"Classical Variations","Rick Wakeman",8,28,0,0.00122719341644724,12,10
2002,"Collaborations","KJ-52",2,1,0,0.000127892954213055,2,0
2002,"Dying in Stereo","Northern State",22,231,5,0.000127892954213055,6,0
2002,"Emergency Rations","Mr. Lif",7,21,0,0.000127892954213055,14,0
2002,"Fatal","Fatal",4,6,0,0.000127892954213055,3,0
2002,"Get Wiggy!","Baby Bash",7,21,1,0.000127892954213055,6,0
2002,"Get Ya Mind Correct","Paul Wall",6,15,1,0.000197777318479475,11,2
2002,"God Loves Ugly","Atmosphere",9,36,0,0.000192393634121173,16,3
2002,"God's Favorite","N.O.R.E.",3,3,0,0.000243203488218708,13,3
2002,"Invention","Daedelus",14,91,18,0.00015507020698333,11,1
2002,"Jukebox 45's","Peanut Butter Wolf",7,21,0,0.000786850413827884,4,12
2002,"Lord Willin","Clipse",11,55,0,0.000279444174695612,12,7
2002,"Mac Dre Presents the Rompalation, Vol. 3","Mac Dre",5,10,0,0.00107512209100909,13,17
2002,"Minesweeper Suite","DJ /rupture",9,36,0,0.00034531097637525,11,2
2002,"No Sett Trippin","Juan Gotti",11,55,0,0.000127892954213055,3,0
2002,"Party-Mix","Playgroup",7,21,0,0.000127892954213055,6,0
2002,"Presents G.H.E.T.T.O. Stories","Swizz Beatz",6,15,0,0.000182247459753604,2,2
2002,"Reality Check: Deep East","Black Dynasty",4,6,0,0.000127892954213055,6,0
2002,"Respect the Life","Musab",8,28,0,0.000127892954213055,1,0
2002,"Restiform Bodies","Restiform Bodies",5,10,0,0.000127892954213055,5,0
2002,"Rock City","Royce da 5'9""",5,10,0,0.000291635107497444,10,5
2002,"Scribes of Life","Journalist",6,15,0,0.000127892954213055,2,0
2002,"Seed to Sun","Boom Bip",6,15,0,0.000127892954213055,1,0
2002,"Small Steps","Heiruspecs",17,136,2,0.000127892954213055,2,0
2002,"Something Wicked This Way Comes","The Herbaliser",6,15,4,0.000127892954213055,11,0
2002,"Special Edition","The Impossebulls",5,16,0,0.000127892954213055,5,0
2002,"Stars on My Ceiling","Caural",10,45,1,0.000127892954213055,2,0
2002,"Street Commando","Big Syke",5,10,0,0.000127892954213055,4,0
2002,"Tall, Dark & Handcuffed","Cex",8,28,0,0.000127892954213055,3,0
2002,"The Best of Both Worlds","R. Kelly",5,10,0,0.00251080764460694,14,30
2002,"The Chosen Few","Boot Camp Clik",9,36,0,0.000627414735847868,8,9
2002,"The Embodiment of Instrumentation","Scratch",17,136,2,0.000127892954213055,2,0
2002,"The Future Is Now","Non-Phixion",20,190,1,0.000136952038469814,5,1
2002,"The Magnificent","DJ Jazzy Jeff",18,153,17,0.000425225772455913,1,6
2002,"The Tortoise & the Hare","Jazzyfatnastees",9,36,3,0.000127892954213055,1,0
2002,"Undaground Legend","Lil' Flip",8,28,0,0.000178623826050901,7,4
2002,"Underground 16: For da Summa","DJ Paul",19,171,5,0.000127892954213055,1,0
2002,"Wanna Buy a Monkey?: A Mixtape Session","Dan the Automator",5,10,1,0.000179900333377989,3,3
2002,"Watermelon, Chicken & Gritz","Nappy Roots",8,28,0,0.000127892954213055,7,0
2002,"We Invented the Remix","Diddy",6,15,0,0.000628412733596015,5,12
2003,"1st Round Draft Picks","Mike Jones",16,120,0,0.000179564279970956,9,2
2003,"8 Million Stories","Soul Position",17,136,29,0.000127892954213055,2,0
2003,"A Lil' Light","Dudley Perkins",8,28,0,0.000127892954213055,5,0
2003,"AttenCHUN!","Bone Crusher",8,28,0,0.000178286781659707,1,2
2003,"Balance","Akrobatik",6,15,0,0.000127892954213055,2,0
2003,"Based on a True Story","Skinny Pimp",8,28,0,0.000127892954213055,1,0
2003,"Beats as Politics","Ghislain Poirier",8,28,0,0.000127892954213055,1,0
2003,"Beg for Mercy","G-Unit",4,6,0,0.000291991794749759,7,4
2003,"Both Sides of the Gate","J-Diggs",12,66,0,0.000127892954213055,1,0
2003,"Cheers","Obie Trice",4,6,0,0.000127892954213055,19,0
2003,"Da Syndicate","Kingpin Skinny Pimp",3,3,0,0.00020807405619269,4,1
2003,"Dat Bomb","Naja Shiri",9,36,0,0.000127892954213055,4,0
2003,"Deep Rooted","Iomos Marad",10,45,0,0.000127892954213055,1,0
2003,"Deep Water Slang V2.0","Zion I",19,171,37,0.000127892954213055,2,0
2003,"Deliverance","Bubba Sparxxx",29,406,37,0.00019001238911654,13,3
2003,"DJ Yoda's How to Cut and Paste: 80's Edition","DJ Yoda",9,36,2,0.000127892954213055,1,0
2003,"Doubt Me Now","Lil Wyte",15,105,0,0.000127892954213055,1,0
2003,"Escape from Alcatraz","Rasco",4,6,0,0.000127892954213055,2,0
2003,"Ethnomusicology, Vol. 3","Russell Gunn",8,28,1,0.000127892954213055,9,0
2003,"Exit","k-os",6,15,2,0.000127892954213055,8,0
2003,"Fight the Powda","DJ Powda",8,28,7,0.000127892954213055,3,0
2003,"Freeze","DJ Shadow",15,105,7,0.00188137538185953,22,32
2003,"From Me to U","Juelz Santana",8,28,0,0.000278298394107309,2,3
2003,"Full Circle","Hieroglyphics",11,55,0,0.000310334693142587,2,6
2003,"Get Rich or Die Tryin'","50 Cent",22,231,7,0.000472828371913235,25,17
2003,"Hard Groove","The RH Factor",8,28,1,0.000127892954213055,1,0
2003,"Hatchet Warrior","ABK",10,45,0,0.000127892954213055,3,0
2003,"Here Comes the Fuzz","Mark Ronson",8,28,0,0.000386076855530661,10,4
2003,"Ill Bill Is the Future","Ill Bill",13,78,0,0.000127892954213055,3,0
2003,"Jackpot","Chingy",17,136,0,0.000146291522953567,10,1
2003,"Joe Budden","Joe Budden",8,28,0,0.000127892954213055,9,0
2003,"La Historia Live","Hector & Tito",9,36,0,0.000699287251174929,5,5
2003,"Later That Day...","Lyrics Born",14,91,2,0.000127892954213055,14,0
2003,"Life","Yo Gotti",5,10,0,0.000471653541056676,5,6
2003,"Liquid Hip Hop","DJ Cam",9,36,2,0.000127892954213055,4,0
2003,"Long Road Back","Mic Geronimo",10,45,0,0.000143876080010674,5,1
2003,"Long Way Back","T-Love",8,28,1,0.000127892954213055,3,0
2003,"Mas Flow","Luny Tunes",22,231,0,0.000223599084198584,5,3
2003,"Memphis Drama, Vol. 3: Outta Town Luv","Al Kapone",3,3,0,0.00020807405619269,7,1
2003,"Mississippi: The Album","David Banner",16,120,0,0.000266123900266841,8,5
2003,"Monster","Killer Mike",6,15,0,0.000127892954213055,12,0
2003,"Murphy's Law","Murphy Lee",5,10,0,0.000127892954213055,3,0
2003,"Neighborhood Dope Manne","Criminal Manne",3,3,1,0.000127892954213055,3,0
2003,"North by Northwest","SoulStice",17,136,0,0.000127892954213055,5,0
2003,"Oaklandazulasylum","Why?",7,21,6,0.000127892954213055,4,0
2003,"Only the Strong","Big Noyd",3,3,0,0.000127892954213055,2,0
2003,"Or Stay Tuned","People Under the Stairs",6,15,2,0.000127892954213055,6,0
2003,"Philadelphia Freeway","Freeway",7,21,0,0.000137040269182535,14,1
2003,"Pole","Pole",8,28,6,0.000127892954213055,2,0
2003,"Project Poetry","JT the Bigga Figga",4,6,0,0.000135236356907283,3,1
2003,"Proyecto Akwid","Akwid",5,10,0,0.000127892954213055,11,0
2003,"Ravipops (The Substance)","C-Rayz Walz",9,36,0,0.000127892954213055,2,0
2003,"Secondary Protocol","Wildchild",4,6,0,0.000127892954213055,1,0
2003,"Shades of Blue","Madlib",6,15,0,0.00114371728613109,15,22
2003,"So Stylistic","Fannypack",11,55,0,0.000127892954213055,3,0
2003,"Spirit In Stone","Lifesavas",19,171,6,0.000127892954213055,3,0
2003,"Street Dreams","Fabolous",9,36,0,0.000283757087160366,10,5
2003,"The Anti-Album","Semi Official",11,55,0,0.000127892954213055,1,0
2003,"The Blackout","Maspyke",12,66,9,0.000127892954213055,7,0
2003,"The Desert Storm Mixtape: DJ Envy - Blok Party, Vol. 1","DJ Envy",7,21,0,0.000149634756429275,1,1
2003,"The Listening","Little Brother",8,28,0,0.000190484235457484,4,4
2003,"The Message at the Depth","DJ Krush",10,45,0,0.000201110627084319,13,4
2003,"The Neptunes Present...Clones","The Neptunes",8,28,1,0.00107356303406348,11,21
